,Filters Applied,,,,,,,
,Status:,Fully & Part-Completed,,,,,,
,,,,,,,,
6,How Would You Summarise Your Experience At The Feathers?,,,,,,,
,Total Responses:,154,,,,,,
,Not Answered:,0,,,,,,
,,,,,,,,
,----------------------,,,,,,,
,786,Lovely Stay.,,,,,,
,787,Relaxed  Efficient  Friendly And Good Value.,,,,,,
,788,Really Lovely - It Was Just What We Wanted!,,,,,,
,790,Very Good  Food And Gin Were Amazing  And Great To Have To Free Pass To Blenheim. He Had Room 51  Really We'll Decorated And Appointed  Only Negative Points Were The Noisy Staircase On The Other Side Of The Wall To The Bed Head (Not Too Much You Can Do About That Though I Guess!) And The Water Pressure Of The Shower Was Very Low. Other Than That We Had A Great Stay ,,,,,,
,791,First Class. We Had A Lovely Visit  As We Always Do. ,,,,,,
,792,We Feel Like 'At Home.',,,,,,
,794,A Very Luxurious Stay! Great Food  Lovely Service And Comfy Room.,,,,,,
,795,Very Luxurious  Comfortable  Lovely Room And Bed. Excellent Selection Of Gin!,,,,,,
,796,Food Good Although Breakfast Buffet For Those Who Don't Want Cooked Breakfast Was A Bit Thin On Choice. No Croissants Even! Room Nice But Small,,,,,,
,797,My Husband & I Enjoyed Ourselves The Staff Were Friendly & Attentive. We Did Feel That In A Reasonably Short Period Of Time The Feathers Was Looking A Tad Sad & We Were Dissapointed That Food That We Had So Enjoyed On Our Previous Stay Was Not Available. That Doesn't Mean The Food Was Poor This Visit Just That The Astonishing Quality That We Had Relished With The Chef's Menu Was Not To Be.,,,,,,
,798,Absolutely Divine  A Big Bloke Even Carried Our Bags Up! The Room Was Fabulous And Breakfast A Real Experience  Superb. Thank You.,,,,,,
,799,It Was A Little Treat In The Working Week As The Rate - £89 - Was Competitive.  ,,,,,,
,800,Short But Sweet,,,,,,
,801,Couldn't Be Faulted  Service Excellent. Only Small Comment Is That The Pillows Are Too Soft!,,,,,,
,803,As There Did Not Appear To Be A Manager In Charge We Found Most Of The Staff Although Polite And Friendly Very  Inexperienced.  ,,,,,,
,804,Lovely Room  Great Staff Which Made The Weekend.,,,,,,
,805,Absolutely Perfect,,,,,,
,806,Staff Were Excellent  Couldn't Be More Helpful. Slightly Disappointed With The Meal Portions  But This Did Not Spoil Our Stay. Quite Impressed With The Gin Bar  And Would Suggest You Advertise This More Prominently. Once Again Thank The Staff On Our Behalf.,,,,,,
,807,Exactly What Was Required,,,,,,
,808,Good,,,,,,
,809,Warmth  Style  Comfort  Relaxation.......,,,,,,
,810,Good Valu With Helpful Staff,,,,,,
,811,Comfortable Room  Good Food Great Gin Bar And Above All Friendly Staff Made Our Stay Special.,,,,,,
,812,Really Lovely,,,,,,
,813,My Daughter And I Enjoyed A Lovely Evening At Your Hotel All The Staff Were Extremely Helpful And Polite And The Setting Was Perfect. Thank You Very Much Jessica Emery,,,,,,
